,sentence,polarity
2201,This allows the possibility of double booking for the same date and time after the first.,0
2202,They work about 2 weeks then break.,0
2203,As the title says.,2
2204,It is simple to use and I like it.,1
2205,Prior to owning the Razr I owned a Sidekick II and was a t-mobile customer.,2
2206,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1
2207,I actually tossed my high dollar jaw bone for this one.,2
2208,The replacement set Amazon sent had the same problem which I decided to fix with super glue.,2
2209,I can't use this case because the smell is disgusting.,0
2210,NOT WHAT I WANTED.,0
2211,I own 2 of these cases and would order another.,1
2212,Installed on Audiovox XV6600.,2
2213,"For example, when you miss a call, you usually want to know WHO called and THEN check voicemail.",2
2214,Great Phone.,1
2215,There is no thin strap to wear down nor clasp that unfastens.,2
2216,The only problem I found with this phone is that it has a really poor camera and tiny screen.,2
2217,Phone doesn't matter if carrier's service is atrocious.,2
2218,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1
2219,"The internet access was fine, it the rare instance that it worked.",0
2220,It seems that the unit can be over-charged.,2
2221,Recently got rid of my smart phone after realizing I really didn't need it and picked up this Ericsson.,2
2222,Is it worth the money?,2
2223,Regardless of whether I end up with something that works satisfactorily I wish I had not purchased this product.,2
2224,"We tried the phone contact, it was down with heavy traffic, or involved a long wait.",2
2225,Perfect for the PS3.,1
2226,"Five star Plus, plus.",1
2227,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1
2228,$50 Down the drain.,0
2229,"I have only had this product for 2 weeks now so I haven't had time to abuse it, but so far it has been great!",2
2230,The warning on the box tells you that if you open the box you can't return it.This software is useless if it won't connect to the phone.,2
2231,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0
2232,This crazy phone will frequently go from full-scale signal to dropping a call while standing in one place.,2
2233,I have repeatedly done Master Resets with no luck.,2
2234,It had static everywhere on every station.,2
2235,"Good , works fine.",1
2236,For the price this was a great deal.,1
2237,Unfortunately it doesn't)Voice Quality - I think the HS820 works better with the 6230 than V551.,2
2238,I530-AWEFUL!!!!.,2
2239,"Great price, too!",1
2240,"It looks bulky and heavy, but the unit is very light.",2
2241,"No matter how much time I charge it, I can't get more than a few hours of run time from it.",2
2242,The K1m Locks up for no reason without any warning at all.,2
2243,It did not even look new when I received it.,2
2244,"If there is a wind, it is completely useless.",0
2245,Once the CS50 ones break (which will be soon) I will be replacing them all with the CS-55!,2
2246,Yes it's shiny on front side - and I love it!,1
2247,Does Not Work.,0
2248,It's not the phone because the old battery lasts for days.,2
2249,That was the only reason.,2
2250,"Phone comes with Windows Mobile 5, but is not the most recent build date????",2
2251,I admit - it was a gamble.,2
2252,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0
2253,I HAD to have this phone and now I hate it.,2
2254,The reception through this headset is excellent.,1
2255,2 thumbs up to this seller,1
2256,"), and Nintendo DS Lite (This tip also powers the Garmin Nuvi).",2
2257,Great idea but still far away from a perfect BT headset.,2
2258,Arrived faily quick.,2
2259,"Well AMAZON, you can start here",2
2260,The second time (dumb me!,2
2261,Phones usually dont last me more than 6 months!,2
2262,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1
2263,Improper description.... I had to return it.,0
2264,#1 It Works - #2 It is Comfortable.,1
2265,Battery charge-life is quite long.,1
2266,"I would suggest ordering a case, the shiny black outershell just seems like it may scratch easily.",2
2267,There about 6 of us using them at work every day.,2
2268,The Jabra EarGels fit my ears very well.,1
2269,Battery has no life.,0
2270,but here's the thing,2
2271,I checked everywhere and there is no feature for it which is really disappointing.,0
2272,"The screen on the front of the phone is always dark, and in the sunlight you cant see anything, on either.",2
2273,Stereo Headphone Adaptor.,2
2274,"The ""hands free"" HF820 was highly recommended by the Motorola sales person after I purchased my new KRZR phone from US Cellular.",2
2275,Product is exactly as described.,1
2276,Gets a signal when other Verizon phones won't.,1
2277,Another great feature is that you can change the appearance of the numbers that display while dialing a phone number.,2
2278,Thanks Verizon!,2
2279,Works but has major flaws.,2
2280,"The battery ships with a wrong door, that actually blocks the built in camera.",2
2281,"The others ultimately ended up in non-salvageable condition.This particular case is well made, better than some of the others I've used.",2
2282,"After all that, including the waiting, I was informed it was not in stock.",2
2283,It folds up nicely and fits in a shirt pocket without being obtrusive.,2
2284,Easy to use.,2
2285,Press twice to redial the last number you called.,2
2286,The phone itself failed after about 10 months.,2
2287,Worth every bit of the $2.97 that I paid for this thing.,2
2288,"Other than that one complaint, I think the Treo is a real step forward.",2
2289,They were not super helpful.,2
2290,Doesn't do the job.,0
2291,I would recommend it.,1
2292,Plan on ordering from them again and again.,1
2293,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1
2294,I have been very satisfied with this cell phone from day one.,1
2295,I cannot put it in my cargo pants pocket and have continuous connection.,2
2296,I don't know how well it works for devices that take proprietary chargers (like the Motorola Q phone or those mentioned by other reviewers).,2
2297,The side buttons provide quick access to use both the camera and the phone itself.,2
2298,"I love the functionality of the Treo 650 because I can do school, business, personal, and other things all on one product.Cons",2
2299,So I am not in a position to compare.,2
2300,"if that was there, this review would have five stars.Still, the enclosed USB cable is quite useful.",2
2301,Rapid Home Charger For Sony Ericsson.,2
2302,"Have a 1,200 s.f.",2
2303,They keep getting better and better (this is my third one and I've had numerous Palms too).,1
2304,"I'm sure by this time next year, or sooner, the minor annoyances will be fixed and a slimmer, lighter device will be on the market.",2
2305,The Treo has neither.,2
2306,"I am pleased with the product, packaging, and shipping.",2
2307,Awkward to use and unreliable.,0
2308,andf when your not charging your Kindle Fire you can plug it so you never lose it!,2
2309,This unit didn't do it's job at all.,2
2310,"So far, the headset got knocked off only once - through no fault of the device.",2
2311,"We argued about the color, and I finally convinced them that Samsung makes white, silver, red, and black.",2
2312,"The keypad is sealed so no dirt can get into it, which is a huge plus.",2
2313,The shipping time was also very quick!,1
2314,I do have to hand it to Virgin.,2
2315,Luckily the research paid off and she loves it and more importantly actually uses this headset.,2
